Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,Porcentaje mujeres en organización ,0.39000000000000001,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,88.636363639999999,10.227272729999999
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,Porcentaje mujeres en organización ,0.37,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,51.388888889999997,12.09150327
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",14%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,Porcentaje mujeres en organización ,0.47599999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.4521049420000001,0.42708968899999999
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,Porcentaje mujeres en organización ,0.47499999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.4490543010000001,0.426192442
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,Porcentaje mujeres en organización ,0.48599999999999999,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,67.5,15.882352940000001
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,Porcentaje mujeres en organización ,0.40999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.2507626599999999,0.367871371
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,Porcentaje mujeres en organización ,0.44,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,61.111111110000003,14.379084969999999
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,Porcentaje mujeres en organización ,0.12,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,16.666666670000001,3.9215686270000001
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",24%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,Porcentaje mujeres en organización ,0.41999999999999998,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",28%,1.281269067,0.37684384300000001
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,Porcentaje mujeres en organización ,0,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",12%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,Porcentaje mujeres en organización ,No informa,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,Porcentaje mujeres en organización ,No,Impacto social ,"Diversidad, Equidad e Inclusión (DEI)",16%,0,0
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,14%,0,0
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Promedio de horas de formación hombres (GRI 404),29,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,46.77419355,11.136712749999999
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,Promedio de horas de formación hombres (GRI 404),62,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,100,23.809523810000002
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,14%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,14%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,Promedio de horas de formación hombres (GRI 404),413,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,100,11.764705879999999
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,Promedio de horas de formación hombres (GRI 404),37,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,8.9588377720000008,1.053980914
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Promedio de horas de formación hombres (GRI 404),28.699999999999999,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,52.18181818,10.98564593
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Promedio de horas de formación hombres (GRI 404),42.210000000000001,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,10.220338979999999,1.202392822
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Promedio de horas de formación hombres (GRI 404),44.390000000000001,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,80.70909091,16.99138756
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Promedio de horas de formación hombres (GRI 404),12.300000000000001,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,6.2755102039999997,1.1074429770000001
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Promedio de horas de formación hombres (GRI 404),95.829999999999998,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,23.203389829999999,2.729810568
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,0,0
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Promedio de horas de formación hombres (GRI 404),155.90000000000001,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,37.748184019999997,4.4409628259999998
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Promedio de horas de formación hombres (GRI 404),33.799999999999997,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,61.454545449999998,12.93779904
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Promedio de horas de formación hombres (GRI 404),60.880000000000003,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,89.529411760000002,17.21719457
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Promedio de horas de formación hombres (GRI 404),68,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,100,19.23076923
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Promedio de horas de formación hombres (GRI 404),66,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,15.980629540000001,1.880074064
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Promedio de horas de formación hombres (GRI 404),54,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,98.181818179999993,20.669856459999998
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Promedio de horas de formación hombres (GRI 404),33.649999999999999,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,17.16836735,3.0297118850000002
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,0,0
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Promedio de horas de formación hombres (GRI 404),49.5,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,11.98547215,1.4100555480000001
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Promedio de horas de formación hombres (GRI 404),43,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,63.235294119999999,12.16063348
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,0,0
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,14%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Promedio de horas de formación hombres (GRI 404),30.699999999999999,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,55.81818182,11.75119617
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Promedio de horas de formación hombres (GRI 404),63,Impacto social ,Capital Humano: Bienestar y Desarrollo,19%,92.647058819999998,17.816742080000001
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,14%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,24%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,12%,0,0
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Promedio de horas de formación hombres (GRI 404),No informa,Impacto social ,Capital Humano: Bienestar y Desarrollo,21%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Promedio de horas de formación hombres (GRI 404),0,Impacto social ,Capital Humano: Bienestar y Desarrollo,18%,0,0
